Run,File_name,AGE,Assay.Type,Genotype,chip_antibody,tissue_type,genome_build,bam_url,bai_url,bw_url
SRR4252758,ChIP_H3K36me3_E_17.5_8,E_17.5_8,ChIP,WT,H3K36me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_E_17.5_8.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_E_17.5_8.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K36me3_E_17.5_8.bw
SRR4252759,ChIP_H3K36me3_E_17.5_9,E_17.5_9,ChIP,WT,H3K36me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_E_17.5_9.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_E_17.5_9.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K36me3_E_17.5_9.bw
SRR4252786,ChIP_H3K4me1_E_17.5_10,E_17.5_10,ChIP,WT,H3K4me1,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_E_17.5_10.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_E_17.5_10.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me1_E_17.5_10.bw
SRR4252787,ChIP_H3K4me1_E_17.5_11,E_17.5_11,ChIP,WT,H3K4me1,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_E_17.5_11.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_E_17.5_11.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me1_E_17.5_11.bw
SRR4252814,ChIP_H3K4me2_E_17.5_12,E_17.5_12,ChIP,WT,H3K4me2,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_E_17.5_12.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_E_17.5_12.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me2_E_17.5_12.bw
SRR4252842,ChIP_H3K4me3_E_17.5_13,E_17.5_13,ChIP,WT,H3K4me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_E_17.5_13.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_E_17.5_13.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me3_E_17.5_13.bw
SRR4252843,ChIP_H3K4me3_E_17.5_14,E_17.5_14,ChIP,WT,H3K4me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_E_17.5_14.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_E_17.5_14.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me3_E_17.5_14.bw
SRR4252871,ChIP_H3K9-14Ac_E_17.5_15,E_17.5_15,ChIP,WT,H3K9-14Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_E_17.5_15.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_E_17.5_15.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K9-14Ac_E_17.5_15.bw
SRR4252872,ChIP_H3K9-14Ac_E_17.5_16,E_17.5_16,ChIP,WT,H3K9-14Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_E_17.5_16.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_E_17.5_16.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K9-14Ac_E_17.5_16.bw
SRR4252898,ChIP_H3K9me3_E_17.5_17,E_17.5_17,ChIP,WT,H3K9me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9me3/ChIP_H3K9me3_E_17.5_17.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9me3/ChIP_H3K9me3_E_17.5_17.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K9me3_E_17.5_17.bw
SRR4252916,ChIP_RNAPolII_E_17.5_18,E_17.5_18,ChIP,WT,RNAPolll,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/RNAPolll/ChIP_RNAPolII_E_17.5_18.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/RNAPolll/ChIP_RNAPolII_E_17.5_18.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_RNAPolII_E_17.5_18.bw
SRR4252935,ChIP_INPUT_E_17.5_19,E_17.5_19,ChIP,WT,INPUT,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/INPUT/ChIP_INPUT_E_17.5_19.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/INPUT/ChIP_INPUT_E_17.5_19.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_INPUT_E_17.5_19.bw
SRR4252652,ChIP_BRD4_P_0_1,P_0_1,ChIP,WT,BRD4,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/BRD4/ChIP_BRD4_P_0_1.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/BRD4/ChIP_BRD4_P_0_1.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_BRD4_P_0_1.bw
SRR4252673,ChIP_CTCF_P_0_2,P_0_2,ChIP,WT,CTCF,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_P_0_2.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_P_0_2.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_CTCF_P_0_2.bw
SRR4252674,ChIP_CTCF_P_0_3,P_0_3,ChIP,WT,CTCF,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_P_0_3.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_P_0_3.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_CTCF_P_0_3.bw
SRR4252701,ChIP_H3K27Ac_P_0_4,P_0_4,ChIP,WT,H3K27Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_P_0_4.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_P_0_4.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27Ac_P_0_4.bw
SRR4252702,ChIP_H3K27Ac_P_0_5,P_0_5,ChIP,WT,H3K27Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_P_0_5.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_P_0_5.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27Ac_P_0_5.bw
SRR4252703,ChIP_H3K27Ac_P_0_6,P_0_6,ChIP,WT,H3K27Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_P_0_6.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_P_0_6.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27Ac_P_0_6.bw
SRR4252730,ChIP_H3K27me3_P_0_7,P_0_7,ChIP,WT,H3K27me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_P_0_7.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_P_0_7.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27me3_P_0_7.bw
SRR4252731,ChIP_H3K27me3_P_0_8,P_0_8,ChIP,WT,H3K27me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_P_0_8.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_P_0_8.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27me3_P_0_8.bw
SRR4252760,ChIP_H3K36me3_P_0_9,P_0_9,ChIP,WT,H3K36me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_P_0_9.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_P_0_9.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K36me3_P_0_9.bw
SRR4252761,ChIP_H3K36me3_P_0_10,P_0_10,ChIP,WT,H3K36me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_P_0_10.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_P_0_10.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K36me3_P_0_10.bw
SRR4252788,ChIP_H3K4me1_P_0_11,P_0_11,ChIP,WT,H3K4me1,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_P_0_11.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_P_0_11.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me1_P_0_11.bw
SRR4252789,ChIP_H3K4me1_P_0_12,P_0_12,ChIP,WT,H3K4me1,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_P_0_12.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_P_0_12.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me1_P_0_12.bw
SRR4252815,ChIP_H3K4me2_P_0_13,P_0_13,ChIP,WT,H3K4me2,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_P_0_13.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_P_0_13.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me2_P_0_13.bw
SRR4252816,ChIP_H3K4me2_P_0_14,P_0_14,ChIP,WT,H3K4me2,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_P_0_14.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_P_0_14.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me2_P_0_14.bw
SRR4252844,ChIP_H3K4me3_P_0_15,P_0_15,ChIP,WT,H3K4me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_P_0_15.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_P_0_15.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me3_P_0_15.bw
SRR4252845,ChIP_H3K4me3_P_0_16,P_0_16,ChIP,WT,H3K4me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_P_0_16.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_P_0_16.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me3_P_0_16.bw
SRR4252873,ChIP_H3K9-14Ac_P_0_17,P_0_17,ChIP,WT,H3K9-14Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_P_0_17.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_P_0_17.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K9-14Ac_P_0_17.bw
SRR4252874,ChIP_H3K9-14Ac_P_0_18,P_0_18,ChIP,WT,H3K9-14Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_P_0_18.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_P_0_18.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K9-14Ac_P_0_18.bw
SRR4252899,ChIP_H3K9me3_P_0_19,P_0_19,ChIP,WT,H3K9me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9me3/ChIP_H3K9me3_P_0_19.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9me3/ChIP_H3K9me3_P_0_19.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K9me3_P_0_19.bw
SRR4252917,ChIP_RNAPolII_P_0_20,P_0_20,ChIP,WT,RNAPolll,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/RNAPolll/ChIP_RNAPolII_P_0_20.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/RNAPolll/ChIP_RNAPolII_P_0_20.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_RNAPolII_P_0_20.bw
SRR4252936,ChIP_INPUT_P_0_21,P_0_21,ChIP,WT,INPUT,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/INPUT/ChIP_INPUT_P_0_21.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/INPUT/ChIP_INPUT_P_0_21.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_INPUT_P_0_21.bw
SRR4252937,ChIP_INPUT_P_0_22,P_0_22,ChIP,WT,INPUT,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/INPUT/ChIP_INPUT_P_0_22.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/INPUT/ChIP_INPUT_P_0_22.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_INPUT_P_0_22.bw
SRR4252938,ChIP_INPUT_P_0_23,P_0_23,ChIP,WT,INPUT,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/INPUT/ChIP_INPUT_P_0_23.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/INPUT/ChIP_INPUT_P_0_23.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_INPUT_P_0_23.bw
SRR4252656,ChIP_BRD4_P_10_1,P_10_1,ChIP,WT,BRD4,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/BRD4/ChIP_BRD4_P_10_1.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/BRD4/ChIP_BRD4_P_10_1.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_BRD4_P_10_1.bw
SRR4252679,ChIP_CTCF_P_10_2,P_10_2,ChIP,WT,CTCF,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_P_10_2.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_P_10_2.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_CTCF_P_10_2.bw
SRR4252680,ChIP_CTCF_P_10_3,P_10_3,ChIP,WT,CTCF,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_P_10_3.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_P_10_3.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_CTCF_P_10_3.bw
SRR4252708,ChIP_H3K27Ac_P_10_4,P_10_4,ChIP,WT,H3K27Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_P_10_4.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_P_10_4.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27Ac_P_10_4.bw
SRR4252709,ChIP_H3K27Ac_P_10_5,P_10_5,ChIP,WT,H3K27Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_P_10_5.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_P_10_5.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27Ac_P_10_5.bw
SRR4252736,ChIP_H3K27me3_P_10_6,P_10_6,ChIP,WT,H3K27me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_P_10_6.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_P_10_6.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27me3_P_10_6.bw
SRR4252737,ChIP_H3K27me3_P_10_7,P_10_7,ChIP,WT,H3K27me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_P_10_7.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_P_10_7.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27me3_P_10_7.bw
SRR4252766,ChIP_H3K36me3_P_10_8,P_10_8,ChIP,WT,H3K36me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_P_10_8.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_P_10_8.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K36me3_P_10_8.bw
SRR4252767,ChIP_H3K36me3_P_10_9,P_10_9,ChIP,WT,H3K36me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_P_10_9.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_P_10_9.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K36me3_P_10_9.bw
SRR4252794,ChIP_H3K4me1_P_10_10,P_10_10,ChIP,WT,H3K4me1,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_P_10_10.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_P_10_10.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me1_P_10_10.bw
SRR4252795,ChIP_H3K4me1_P_10_11,P_10_11,ChIP,WT,H3K4me1,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_P_10_11.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_P_10_11.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me1_P_10_11.bw
SRR4252821,ChIP_H3K4me2_P_10_12,P_10_12,ChIP,WT,H3K4me2,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_P_10_12.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_P_10_12.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me2_P_10_12.bw
SRR4252822,ChIP_H3K4me2_P_10_13,P_10_13,ChIP,WT,H3K4me2,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_P_10_13.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_P_10_13.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me2_P_10_13.bw
SRR4252823,ChIP_H3K4me2_P_10_14,P_10_14,ChIP,WT,H3K4me2,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_P_10_14.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_P_10_14.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me2_P_10_14.bw
SRR4252850,ChIP_H3K4me3_P_10_15,P_10_15,ChIP,WT,H3K4me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_P_10_15.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_P_10_15.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me3_P_10_15.bw
SRR4252851,ChIP_H3K4me3_P_10_16,P_10_16,ChIP,WT,H3K4me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_P_10_16.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_P_10_16.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me3_P_10_16.bw
SRR4252879,ChIP_H3K9-14Ac_P_10_17,P_10_17,ChIP,WT,H3K9-14Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_P_10_17.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_P_10_17.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K9-14Ac_P_10_17.bw
